year,month,day,nao_index_cdas
1950,6,14,-0.107000001
1950,6,15,-0.003
1950,6,16,0.224000007
1950,6,17,0.048999999
1950,6,18,-0.021
1950,6,19,-0.081
1950,6,20,-0.317999989
1950,6,21,-0.592999995
1950,6,22,-1.199000001
1950,6,23,-1.833999991
1950,6,24,-1.978999972
1950,6,25,-1.605000019
1950,6,26,-1.129999995
1950,6,27,-0.648000002
1950,6,28,-0.32100001
1950,6,29,-0.123000003
1950,6,30,0.014
1950,7,1,0.128999993
1950,7,2,0.116999999
1950,7,3,0.388000011
1950,7,4,0.69599998
1950,7,5,0.532000005
1950,7,6,0.284000009
1950,7,7,0.026000001
1950,7,8,-0.331
1950,7,9,-0.708999991
1950,7,10,-0.819999993
1950,7,11,-0.865999997
1950,7,12,-0.541000009
1950,7,13,-0.38499999
1950,7,14,-0.674000025
1950,7,15,-1.01699996
1950,7,16,-1.51699996
1950,7,17,-1.963000059
1950,7,18,-2
1950,7,19,-1.817999959
1950,7,20,-1.422000051
1950,7,21,-0.980000019
1950,7,22,-0.731999993
1950,7,23,-0.449000001
1950,7,24,-0.257999986
1950,7,25,-0.202999994
1950,7,26,-0.377000004
1950,7,27,-0.644999981
1950,7,28,-1.157999992
1950,7,29,-1.452000022
1950,7,30,-1.348999977
1950,7,31,-1.210999966
1950,8,1,-0.944999993
1950,8,2,-0.787
1950,8,3,-0.773000002
1950,8,4,-0.873000026
1950,8,5,-1.026000023
1950,8,6,-0.536000013
1950,8,7,-0.254999995
1950,8,8,-0.097000003
1950,8,9,-0.012
1950,8,10,0.187999994
1950,8,11,0.509000003
1950,8,12,0.796000004
1950,8,13,1.031999946
1950,8,14,1.149000049
1950,8,15,0.897000015
1950,8,16,0.629000008
1950,8,17,0.523999989
1950,8,18,0.323000014
1950,8,19,-0.079999998
1950,8,20,-0.149000004
1950,8,21,-0.354999989
1950,8,22,-0.593999982
1950,8,23,-0.680000007
1950,8,24,-0.545000017
1950,8,25,-0.485000014
1950,8,26,-0.598999977
1950,8,27,-0.382999986
1950,8,28,-0.097000003
1950,8,29,0.104000002
1950,8,30,0.391000003
1950,8,31,0.416000009
1950,9,1,0.448000014
1950,9,2,0.535000026
1950,9,3,0.711000025
1950,9,4,0.847000003
1950,9,5,0.751999974
1950,9,6,0.790000021
1950,9,7,0.638999999
1950,9,8,0.356000006
1950,9,9,0.064000003
1950,9,10,-0.024
1950,9,11,0.136999995
1950,9,12,-0.011
1950,9,13,-0.067000002
1950,9,14,0.02
1950,9,15,0.621999979
1950,9,16,0.986000001
1950,9,17,0.711000025
1950,9,18,0.428000003
1950,9,19,0.340999991
1950,9,20,0.082000002
1950,9,21,-0.081
1950,9,22,-0.614000022
1950,9,23,-1.20599997
1950,9,24,-1.296000004
1950,9,25,-1.021000028
1950,9,26,-0.225999996
1950,9,27,0.338
1950,9,28,-0.148000002
1950,9,29,-0.310000002
1950,9,30,0.148000002
1950,10,1,0.238999993
1950,10,2,0.592999995
1950,10,3,1.210000038
1950,10,4,1.164000034
1950,10,5,1.248999953
1950,10,6,1.245000005
1950,10,7,1.014999986
1950,10,8,0.694999993
1950,10,9,0.470999986
1950,10,10,-0.015
1950,10,11,-0.272000015
1950,10,12,-0.298000008
1950,10,13,-0.197999999
1950,10,14,0.092
1950,10,15,0.643000007
1950,10,16,1.077000022
1950,10,17,1.139000058
1950,10,18,0.88499999
1950,10,19,0.779999971
1950,10,20,0.758000016
1950,10,21,0.540000021
1950,10,22,0.495999992
1950,10,23,0.582000017
1950,10,24,0.67900002
1950,10,25,0.523000002
1950,10,26,-0.238000005
1950,10,27,-0.944000006
1950,10,28,-0.55400002
1950,10,29,-0.194000006
1950,10,30,-0.321999997
1950,10,31,-0.814999998
1950,11,1,-0.870999992
1950,11,2,-0.677999973
1950,11,3,-0.84799999
1950,11,4,-0.874000013
1950,11,5,-0.774999976
1950,11,6,-0.307000011
1950,11,7,0.337000012
1950,11,8,0.048999999
1950,11,9,-0.282999992
1950,11,10,-0.158000007
1950,11,11,0.151999995
1950,11,12,0.416999996
1950,11,13,0.354000002
1950,11,14,0.163000003
1950,11,15,-0.059999999
1950,11,16,-0.217999995
1950,11,17,-0.239999995
1950,11,18,-0.43900001
1950,11,19,-0.74000001
1950,11,20,-0.725000024
1950,11,21,-0.748000026
1950,11,22,-1.062999964
1950,11,23,-1.513000011
1950,11,24,-1.664999962
1950,11,25,-1.572000027
1950,11,26,-1.43900001
1950,11,27,-1.19599998
1950,11,28,-0.56099999
1950,11,29,-0.284000009
1950,11,30,-0.762000024
1950,12,1,-0.185000002
1950,12,2,-0.216000006
1950,12,3,-0.56400001
1950,12,4,-1.054999948
1950,12,5,-0.976000011
1950,12,6,-0.057999998
1950,12,7,0.528999984
1950,12,8,0.282000005
1950,12,9,-0.136000007
1950,12,10,-0.120999999
1950,12,11,0.057999998
1950,12,12,-0.004
1950,12,13,0.007
1950,12,14,-0.066
1950,12,15,-0.228
1950,12,16,-0.54400003
1950,12,17,-0.667999983
1950,12,18,-0.513999999
1950,12,19,-0.51700002
1950,12,20,-0.639999986
1950,12,21,-0.531000018
1950,12,22,-0.875999987
1950,12,23,-1.309000015
1950,12,24,-1.468000054
1950,12,25,-1.64199996
1950,12,26,-1.671000004
1950,12,27,-1.453999996
1950,12,28,-1.212000012
1950,12,29,-0.922999978
1950,12,30,-0.699999988
1950,12,31,-0.646000028
1951,1,1,-0.745000005
1951,1,2,-0.528999984
1951,1,3,-0.216999993
1951,1,4,0.057
1951,1,5,-0.045000002
1951,1,6,0.013
1951,1,7,0.022
1951,1,8,-0.31400001
1951,1,9,-0.433999985
1951,1,10,-0.092
1951,1,11,-0.26699999
1951,1,12,-0.638999999
1951,1,13,-0.694999993
1951,1,14,-0.791000009
1951,1,15,-0.862999976
1951,1,16,-0.665000021
1951,1,17,0.067000002
1951,1,18,0.005
1951,1,19,-0.243000001
1951,1,20,-0.191
1951,1,21,0.056000002
1951,1,22,0.238000005
1951,1,23,0.367000014
1951,1,24,0.676999986
1951,1,25,0.869000018
1951,1,26,0.819000006
1951,1,27,0.524999976
1951,1,28,0.713
1951,1,29,1.274999976
1951,1,30,1.312000036
1951,1,31,1.156999946
1951,2,1,1.269000053
1951,2,2,1.449000001
1951,2,3,1.465000033
1951,2,4,1.325000048
1951,2,5,0.967000008
1951,2,6,0.828999996
1951,2,7,0.966000021
1951,2,8,0.819000006
1951,2,9,0.734000027
1951,2,10,0.887000024
1951,2,11,1.021000028
1951,2,12,0.795000017
1951,2,13,0.555999994
1951,2,14,0.70599997
1951,2,15,0.523999989
1951,2,16,0.301999986
1951,2,17,0.307999998
1951,2,18,0.203999996
1951,2,19,0.182999998
1951,2,20,0.300000012
1951,2,21,0.142000005
1951,2,22,-0.075999998
1951,2,23,-0.172999993
1951,2,24,-0.279000014
1951,2,25,-0.202000007
1951,2,26,-0.004
1951,2,27,0.134000003
1951,2,28,0.147
1951,3,1,0.018999999
1951,3,2,-0.082000002
1951,3,3,-0.173999995
1951,3,4,-0.314999998
1951,3,5,-0.261000007
1951,3,6,-0.197999999
1951,3,7,-0.397000015
1951,3,8,-0.624000013
1951,3,9,-0.856000006
1951,3,10,-1.088000059
1951,3,11,-0.936999977
1951,3,12,-0.582000017
1951,3,13,-0.467999995
1951,3,14,-0.437999994
1951,3,15,-0.500999987
1951,3,16,-0.66900003
1951,3,17,-0.634000003
1951,3,18,-0.393999994
1951,3,19,-0.377999991
1951,3,20,-0.252999991
1951,3,21,0.122000001
1951,3,22,0.319999993
1951,3,23,0.533999979
1951,3,24,0.331
1951,3,25,-0.097999997
1951,3,26,-0.460000008
1951,3,27,-0.887000024
1951,3,28,-1.113000035
1951,3,29,-1.062999964
1951,3,30,-0.90200001
1951,3,31,-0.596000016
1951,4,1,-0.338999987
1951,4,2,-0.184
1951,4,3,-0.085000001
1951,4,4,-0.150000006
1951,4,5,-0.142000005
1951,4,6,-0.298999995
1951,4,7,-0.381000012
1951,4,8,-0.465000004
1951,4,9,-0.612999976
1951,4,10,-0.917999983
1951,4,11,-0.936999977
1951,4,12,-0.791999996
1951,4,13,-0.666000009
1951,4,14,-0.662
1951,4,15,-0.856000006
1951,4,16,-0.904999971
1951,4,17,-0.765999973
1951,4,18,-0.474999994
1951,4,19,0.061999999
1951,4,20,0.419
1951,4,21,0.764999986
1951,4,22,1.090000033
1951,4,23,1.371000051
1951,4,24,1.228999972
1951,4,25,0.908999979
1951,4,26,0.388000011
1951,4,27,0.407999992
1951,4,28,0.370000005
1951,4,29,-0.164000005
1951,4,30,-0.824000001
1951,5,1,-1.597000003
1951,5,2,-2.289999962
1951,5,3,-2.164000034
1951,5,4,-1.718999982
1951,5,5,-1.129999995
1951,5,6,-0.560000002
1951,5,7,-0.191
1951,5,8,-0.064000003
1951,5,9,0.234999999
1951,5,10,0.524999976
1951,5,11,0.713
1951,5,12,0.595000029
1951,5,13,0.416000009
1951,5,14,0.64200002
1951,5,15,1.093999982
1951,5,16,1.248000026
1951,5,17,1.177000046
1951,5,18,0.870999992
1951,5,19,0.347000003
1951,5,20,-0.195999995
1951,5,21,-0.500999987
1951,5,22,-0.50999999
1951,5,23,-0.30399999
1951,5,24,-0.27700001
1951,5,25,-0.354999989
1951,5,26,-0.536000013
1951,5,27,-0.523000002
1951,5,28,-0.291999996
1951,5,29,-0.284999996
1951,5,30,-0.451999992
1951,5,31,-0.504000008
1951,6,1,-0.273000002
1951,6,2,-0.209000006
1951,6,3,-0.623000026
1951,6,4,-0.810000002
1951,6,5,-0.819999993
1951,6,6,-0.998000026
1951,6,7,-1.470999956
1951,6,8,-1.677000046
1951,6,9,-1.720000029
1951,6,10,-1.536999941
1951,6,11,-1.296000004
1951,6,12,-1.151000023
1951,6,13,-1.06099999
1951,6,14,-1.047000051
1951,6,15,-1.055999994
1951,6,16,-1.098999977
1951,6,17,-1.003999949
1951,6,18,-0.902999997
1951,6,19,-0.704999983
1951,6,20,-0.55400002
1951,6,21,-0.342000008
1951,6,22,-0.246999994
1951,6,23,-0.207000002
1951,6,24,-0.187000006
1951,6,25,-0.25
1951,6,26,-0.674000025
1951,6,27,-1.09800005
1951,6,28,-1.133999944
1951,6,29,-0.694000006
1951,6,30,-0.202000007
1951,7,1,0.097000003
1951,7,2,0.094999999
1951,7,3,0.133000001
1951,7,4,0.118000001
1951,7,5,0.463
1951,7,6,1.018000007
1951,7,7,1.182000041
1951,7,8,0.908999979
1951,7,9,0.633000016
1951,7,10,0.911000013
1951,7,11,1.226999998
1951,7,12,1.32099998
1951,7,13,1.322999954
1951,7,14,1.355000019
1951,7,15,1.595000029
1951,7,16,1.687000036
1951,7,17,1.36500001
1951,7,18,0.86500001
1951,7,19,0.152999997
1951,7,20,-0.593999982
1951,7,21,-0.81099999
1951,7,22,-0.163000003
1951,7,23,0.287
1951,7,24,0.518999994
1951,7,25,0.559000015
1951,7,26,0.693000019
1951,7,27,0.453999996
1951,7,28,0.384000003
1951,7,29,0.621999979
1951,7,30,0.547999978
1951,7,31,0.54400003
1951,8,1,0.791999996
1951,8,2,0.694000006
1951,8,3,0.69599998
1951,8,4,0.470999986
1951,8,5,0.263999999
1951,8,6,0.232999995
1951,8,7,-0.175999999
1951,8,8,-0.293000013
1951,8,9,-0.177000001
1951,8,10,-0.203999996
1951,8,11,-0.333999991
1951,8,12,-0.331
1951,8,13,-0.393000007
1951,8,14,-0.310000002
1951,8,15,-0.167999998
1951,8,16,-0.518000007
1951,8,17,-0.723999977
1951,8,18,-0.57099998
1951,8,19,-0.254999995
1951,8,20,0.063000001
1951,8,21,0.232999995
1951,8,22,0.291000009
1951,8,23,0.316000015
1951,8,24,0.47299999
1951,8,25,-0.030999999
1951,8,26,-0.275999993
1951,8,27,-0.578000009
1951,8,28,-0.985000014
1951,8,29,-1.083999991
1951,8,30,-1.133999944
1951,8,31,-1.315000057
1951,9,1,-1.39199996
1951,9,2,-1.263000011
1951,9,3,-0.617999971
1951,9,4,0.001
1951,9,5,0.037999999
1951,9,6,-0.228
1951,9,7,-0.405000001
1951,9,8,-0.52700001
1951,9,9,-0.589999974
1951,9,10,-0.750999987
1951,9,11,-0.684000015
1951,9,12,-0.479999989
1951,9,13,-0.722000003
1951,9,14,-0.890999973
1951,9,15,-0.609000027
1951,9,16,-0.432000011
1951,9,17,-0.397000015
1951,9,18,-0.623000026
1951,9,19,-0.598999977
1951,9,20,-0.326000005
1951,9,21,-0.081
1951,9,22,-0.225999996
1951,9,23,-0.48300001
1951,9,24,-0.783999979
1951,9,25,-0.76700002
1951,9,26,-0.768000007
1951,9,27,-0.873000026
1951,9,28,-0.672999978
1951,9,29,-0.412999988
1951,9,30,-0.246000007
1951,10,1,-0.119000003
1951,10,2,0.085000001
1951,10,3,0.197999999
1951,10,4,0.261999995
1951,10,5,0.463999987
1951,10,6,0.574999988
1951,10,7,0.615999997
1951,10,8,0.495999992
1951,10,9,0.661000013
1951,10,10,1.386999965
1951,10,11,1.465000033
1951,10,12,1.417999983
1951,10,13,1.371000051
1951,10,14,1.621999979
1951,10,15,2.315000057
1951,10,16,2.351999998
1951,10,17,1.69599998
1951,10,18,1.199000001
1951,10,19,1.095999956
1951,10,20,0.663999975
1951,10,21,0.685000002
1951,10,22,0.694000006
1951,10,23,0.805999994
1951,10,24,0.856000006
1951,10,25,0.601000011
1951,10,26,0.467999995
1951,10,27,0.614000022
1951,10,28,0.671999991
1951,10,29,0.634000003
1951,10,30,0.500999987
1951,10,31,0.58099997
1951,11,1,0.416999996
1951,11,2,0.114
1951,11,3,-0.411000013
1951,11,4,-1.373000026
1951,11,5,-1.139000058
1951,11,6,-0.328000009
1951,11,7,0.061000001
1951,11,8,-0.421999991
1951,11,9,-0.694999993
1951,11,10,-0.42899999
1951,11,11,-0.419999987
1951,11,12,-0.758000016
1951,11,13,-0.95599997
1951,11,14,-1
1951,11,15,-0.894999981
1951,11,16,-0.521000028
1951,11,17,-0.333000004
1951,11,18,-0.441000015
1951,11,19,-0.474999994
1951,11,20,-0.089000002
1951,11,21,0.081
1951,11,22,0.149000004
1951,11,23,0.381000012
1951,11,24,0.603999972
1951,11,25,0.833999991
1951,11,26,1.037999988
1951,11,27,0.806999981
1951,11,28,0.444999993
1951,11,29,0.529999971
1951,11,30,0.824999988
1951,12,1,1.927999973
1951,12,2,1.575000048
1951,12,3,1.406999946
1951,12,4,1.312000036
1951,12,5,1.485999942
1951,12,6,1.315000057
1951,12,7,1.108999968
1951,12,8,1.228000045
1951,12,9,1.04400003
1951,12,10,0.307000011
1951,12,11,-0.349000007
1951,12,12,-0.635999978
1951,12,13,-0.758000016
1951,12,14,-0.416999996
1951,12,15,-0.324000001
1951,12,16,-0.456
1951,12,17,-0.136000007
1951,12,18,0.340999991
1951,12,19,0.474999994
1951,12,20,0.30399999
1951,12,21,0.558000028
1951,12,22,0.718999982
1951,12,23,1.029999971
1951,12,24,1.493000031
1951,12,25,1.455000043
1951,12,26,1.146000028
1951,12,27,1.082000017
1951,12,28,0.984000027
1951,12,29,0.648999989
1951,12,30,0.787
1951,12,31,0.75999999
1952,1,1,0.261000007
1952,1,2,0.193000004
1952,1,3,0.211999997
1952,1,4,0.342999995
1952,1,5,0.497000009
1952,1,6,0.984000027
1952,1,7,1.370000005
1952,1,8,1.422000051
1952,1,9,1.217000008
1952,1,10,1.190000057
1952,1,11,1.003999949
1952,1,12,0.897000015
1952,1,13,1.143000007
1952,1,14,1.07099998
1952,1,15,1.052000046
1952,1,16,0.629000008
1952,1,17,-0.056000002
1952,1,18,-0.239999995
1952,1,19,-0.119000003
1952,1,20,-0.050999999
1952,1,21,-0.165000007
1952,1,22,-0.365999997
1952,1,23,-0.143999994
1952,1,24,0.002
1952,1,25,-0.071999997
1952,1,26,0.178000003
1952,1,27,0.462000012
1952,1,28,0.688000023
1952,1,29,0.879000008
1952,1,30,1.131000042
1952,1,31,1.210000038
1952,2,1,0.92900002
1952,2,2,0.49000001
1952,2,3,-0.027000001
1952,2,4,-0.175999999
1952,2,5,-0.184
1952,2,6,-0.006
1952,2,7,-0.128999993
1952,2,8,-0.32100001
1952,2,9,-0.331999987
1952,2,10,-0.196999997
1952,2,11,-0.082999997
1952,2,12,-0.218999997
1952,2,13,-0.389999986
1952,2,14,-0.319999993
1952,2,15,-0.331
1952,2,16,-0.529999971
1952,2,17,-0.64200002
1952,2,18,-0.625999987
1952,2,19,-0.547999978
1952,2,20,-0.514999986
1952,2,21,-0.419999987
1952,2,22,-0.173999995
1952,2,23,-0.027000001
1952,2,24,0.057
1952,2,25,0.097999997
1952,2,26,0.057999998
1952,2,27,-0.005
1952,2,28,-0.177000001
1952,2,29,-0.414999992
1952,3,1,-0.425999999
1952,3,2,-0.351000011
1952,3,3,-0.52700001
1952,3,4,-0.681999981
1952,3,5,-0.773999989
1952,3,6,-0.861999989
1952,3,7,-0.823000014
1952,3,8,-0.725000024
1952,3,9,-0.777999997
1952,3,10,-0.822000027
1952,3,11,-0.751999974
1952,3,12,-0.782000005
1952,3,13,-0.870000005
1952,3,14,-0.819999993
1952,3,15,-0.731999993
1952,3,16,-0.647000015
1952,3,17,-0.469999999
1952,3,18,-0.174999997
1952,3,19,0.071999997
1952,3,20,0.287
1952,3,21,0.412999988
1952,3,22,0.386999995
1952,3,23,-0.027000001
1952,3,24,-0.368000001
1952,3,25,-0.537
1952,3,26,-0.76700002
1952,3,27,-1.143000007
1952,3,28,-1.59800005
1952,3,29,-1.547000051
1952,3,30,-1.141000032
1952,3,31,-0.869000018
1952,4,1,-0.79400003
1952,4,2,-0.597000003
1952,4,3,-0.229000002
1952,4,4,0.273999989
1952,4,5,0.626999974
1952,4,6,0.644999981
1952,4,7,0.745000005
1952,4,8,0.915000021
1952,4,9,0.810000002
1952,4,10,0.875
1952,4,11,1.15199995
1952,4,12,1.182000041
1952,4,13,0.908999979
1952,4,14,0.708999991
1952,4,15,0.578999996
1952,4,16,0.703000009
1952,4,17,0.656000018
1952,4,18,0.819999993
1952,4,19,0.796000004
1952,4,20,0.395000011
1952,4,21,-0.012
1952,4,22,-0.187000006
1952,4,23,0.014
1952,4,24,-0.009
1952,4,25,0
1952,4,26,0.057999998
1952,4,27,0.123000003
1952,4,28,-0.027000001
1952,4,29,-0.354999989
1952,4,30,-0.656000018
1952,5,1,-0.899999976
1952,5,2,-1.182999969
1952,5,3,-1.223999977
1952,5,4,-1.228000045
1952,5,5,-1.093000054
1952,5,6,-1.050999999
1952,5,7,-1.042000055
1952,5,8,-1.034999967
1952,5,9,-0.913999975
1952,5,10,-0.735000014
1952,5,11,-0.74000001
1952,5,12,-0.681999981
1952,5,13,-0.776000023
1952,5,14,-0.910000026
1952,5,15,-1.123000026
1952,5,16,-0.907999992
1952,5,17,-0.158000007
1952,5,18,0.537999988
1952,5,19,0.954999983
1952,5,20,1.075000048
1952,5,21,0.842999995
1952,5,22,0.637000024
1952,5,23,0.361999989
1952,5,24,0.167999998
1952,5,25,-0.074000001
1952,5,26,-0.495000005
1952,5,27,-0.792999983
1952,5,28,-0.853999972
1952,5,29,-1.085999966
1952,5,30,-1.333999991
1952,5,31,-1.406000018
1952,6,1,-1.092000008
1952,6,2,-0.823000014
1952,6,3,-0.560000002
1952,6,4,-0.272000015
1952,6,5,-0.071999997
1952,6,6,-0.030999999
1952,6,7,-0.064999998
1952,6,8,0.100000001
1952,6,9,0.363000005
1952,6,10,0.386999995
1952,6,11,0.145999998
1952,6,12,-0.105999999
1952,6,13,-0.423999995
1952,6,14,-0.444999993
1952,6,15,-0.351999998
1952,6,16,-0.58099997
1952,6,17,-0.741999984
1952,6,18,-0.54400003
1952,6,19,-0.462000012
1952,6,20,-0.550999999
1952,6,21,-0.555000007
1952,6,22,-0.476999998
1952,6,23,-0.31099999
1952,6,24,-0.165000007
1952,6,25,-0.078000002
1952,6,26,0.337000012
1952,6,27,0.652999997
1952,6,28,0.541999996
1952,6,29,0.486999989
1952,6,30,0.395000011
1952,7,1,0.442999989
1952,7,2,0.790000021
1952,7,3,1.10800004
1952,7,4,1.207000017
1952,7,5,0.930999994
1952,7,6,0.474999994
1952,7,7,0.333999991
1952,7,8,0.375999987
1952,7,9,0.150000006
1952,7,10,-0.419999987
1952,7,11,-0.971000016
1952,7,12,-1.024999976
1952,7,13,-1.212000012
1952,7,14,-1.136999965
1952,7,15,-1.019999981
1952,7,16,-0.691999972
1952,7,17,-0.647000015
1952,7,18,-0.324000001
1952,7,19,-0.177000001
1952,7,20,-0.209000006
1952,7,21,-0.398000002
1952,7,22,-0.013
1952,7,23,0.698000014
1952,7,24,0.751999974
1952,7,25,0.634000003
1952,7,26,0.552999973
1952,7,27,0.199000001
1952,7,28,-0.104000002
1952,7,29,-0.541999996
1952,7,30,-0.819000006
1952,7,31,-0.842000008
1952,8,1,-1.171000004
1952,8,2,-1.136000037
1952,8,3,-1.245000005
1952,8,4,-1.09800005
1952,8,5,-0.573000014
1952,8,6,-0.536000013
1952,8,7,-0.850000024
1952,8,8,-0.882000029
1952,8,9,-0.811999977
1952,8,10,-0.916000009
1952,8,11,-0.964999974
1952,8,12,-0.616999984
1952,8,13,-0.382999986
1952,8,14,-0.423999995
1952,8,15,-0.437999994
1952,8,16,-0.377000004
1952,8,17,-0.439999998
1952,8,18,-0.462000012
1952,8,19,-0.323000014
1952,8,20,-0.074000001
1952,8,21,0.035999998
1952,8,22,0.082999997
1952,8,23,-0.067000002
1952,8,24,-0.096000001
1952,8,25,0.381999999
1952,8,26,1.049999952
1952,8,27,1.332000017
1952,8,28,1.424999952
1952,8,29,1.287999988
1952,8,30,1.072000027
1952,8,31,0.832000017
1952,9,1,0.704999983
1952,9,2,0.388000011
1952,9,3,-0.123000003
1952,9,4,-0.488999993
1952,9,5,-0.652999997
1952,9,6,-0.707000017
1952,9,7,-0.833999991
1952,9,8,-0.507000029
1952,9,9,-0.192000002
1952,9,10,-0.104000002
1952,9,11,0.002
1952,9,12,-0.155000001
1952,9,13,-0.398000002
1952,9,14,-0.531000018
1952,9,15,-0.601999998
1952,9,16,-0.957000017
1952,9,17,-1.661999941
1952,9,18,-1.718999982
1952,9,19,-1.381999969
1952,9,20,-0.887000024
1952,9,21,-0.043000001
1952,9,22,0.541999996
1952,9,23,0.827000022
1952,9,24,0.818000019
1952,9,25,0.658999979
1952,9,26,0.61500001
1952,9,27,0.333000004
1952,9,28,0.144999996
1952,9,29,0.013
1952,9,30,0.086999997
1952,10,1,0.307000011
1952,10,2,0.211999997
1952,10,3,-0.197999999
1952,10,4,-0.908999979
1952,10,5,-1.360000014
1952,10,6,-0.708000004
1952,10,7,-0.144999996
1952,10,8,-0.240999997
1952,10,9,-0.319999993
1952,10,10,0.066
1952,10,11,0.27700001
1952,10,12,0.252999991
1952,10,13,0.416000009
1952,10,14,0.518000007
1952,10,15,-0.046
1952,10,16,-0.723999977
1952,10,17,-0.777999997
1952,10,18,-0.667999983
1952,10,19,-0.763000011
1952,10,20,-0.827000022
1952,10,21,-0.916000009
1952,10,22,-1.046000004
1952,10,23,-0.985000014
1952,10,24,-0.845000029
1952,10,25,-0.630999982
1952,10,26,-0.497000009
1952,10,27,-0.490999997
1952,10,28,-0.375
1952,10,29,0.148000002
1952,10,30,0.409000009
1952,10,31,0.591000021
1952,11,1,0.483999997
1952,11,2,0.524999976
1952,11,3,0.499000013
1952,11,4,0.578999996
1952,11,5,0.259000003
1952,11,6,-0.216999993
1952,11,7,-0.294
